user,answer_id,answer_valence,answer_arousal,gsr_peak_time,gsr_peak_valu,heartrate_ratio
2121,56,4.2,4.3,1125,0.3120605437,0.9230769231
2121,58,3.9,3.9,768,0.8717040972,0.7696879643
2121,59,1.6,4.5,703,-0.1284423809,0.927388535
2428,60,3.5,4.0,2655,0.4437500031,0.5201612903
2428,61,3.0,4.4,431,-0.06540527416,0.6891002195
2428,63,3.4,5.0,204,-0.2892334025,0.9276410999
2428,64,3.4,5.0,528,0.2418457092,0.9659259259
2428,65,1.0,4.5,470,0.09296874946,0.1765536723
2428,66,1.0,2.3,312,-0.2202880888,0.9020172911
2428,67,2.5,3.5,520,-0.0515380826,0.9383378016
2428,70,4.3,1.7,2108,0.05209961367,0.2936449963
2428,71,4.4,4.4,2104,-1.726977543,0.5790251108
2428,73,2.9,3.6,1506,0.4625000056,0.5408618128
2428,74,5.0,5.0,281,-2.031689458,0.3209876543
2428,75,3.6,3.7,697,0.02221679802,0.9501607717
2428,76,2.5,4.9,1619,1.543676754,0.3847305389
2428,77,2.8,3.3,300,-0.4783203099,0.089693155
2428,79,1.7,4.3,630,0.1453369151,0.3797468354
2428,80,2.8,3.6,797,-0.2143310534,0.9058641975
2428,81,1.0,3.8,670,0.6477050743,0.9383259912
2428,84,5.0,4.2,417,0.069213871,0.7740458015
2428,85,1.7,3.8,909,0.2194335949,0.3682719547
2428,86,1.4,1.5,670,0.1476562451,0.954248366
2428,87,1.7,1.7,1001,0.01220703545,0.9343575419
2428,88,1.6,3.4,922,-0.0788574257,0.7963525836
2428,90,5.0,5.0,783,-0.0034667996,0.9383092155
2428,91,5.0,3.6,993,-0.08808593294,0.9518413598
2428,92,1.7,4.3,414,0.1839355426,0.8802488336
2428,94,2.7,3.6,254,-0.3221435537,0.6546961326
2428,96,1.1,3.6,865,-0.1315673843,0.737804878
2428,97,2.0,3.6,311,1.341601557,0.07025761124
2428,98,2.7,5.0,90,-5.031225589,0.227994228
2428,99,1.0,4.2,825,0.09599609738,0.9528432732
2428,100,3.2,2.1,585,-0.02702636454,0.9382183908
2428,101,1.8,1.7,776,0.09990234317,0.4575059571
2428,103,3.3,4.2,2635,-0.1181396526,0.7244582043
2428,105,3.1,2.7,1302,0.3187988227,0.267578125
2428,106,4.6,4.6,1674,0.8239501971,0.3490725126
2428,107,2.4,1.0,704,0.3500732367,0.2374193548
2428,108,2.1,3.4,805,0.2903076171,0.3624454148
2428,109,4.8,3.6,705,-0.4760253908,0.1595092025
2428,110,1.2,3.4,306,0.02995605429,0.1017857143
2428,111,3.6,2.5,273,-0.06882324092,0.4154135338
2428,112,3.0,3.2,580,-0.0604003952,0.09475806452
2428,113,2.2,3.9,2187,0.6385986358,0.01348747592
2428,114,2.5,3.4,2035,0.05180663634,0.324
2428,116,1.0,1.9,524,-0.07165527168,0.9037356322
2428,117,4.3,4.3,500,0.3645263661,0.9404069767
2428,118,3.5,4.1,347,-0.2181884745,0.9067615658
2669,60,4.3,1.7,399,-0.00256347813,0.8329439252
2669,61,4.3,1.8,514,-0.1359863253,0.8688311688
2669,62,4.3,4.3,1876,0.5799316383,0.9042690815
2669,63,1.3,3.0,617,-0.1477294975,0.8432017544
2669,64,4.7,3.0,679,1.180615235,0.3945133899
2669,65,1.8,4.3,354,-0.08366699418,0.7700258398
2669,66,1.2,3.0,424,-0.04318847435,0.6803713528
2669,67,3.0,1.3,659,-0.1717041009,0.2516556291
2669,69,4.3,1.8,214,0.02790527018,0.3651090343
2669,70,1.8,4.2,4026,1.843432618,0.270192995
2669,71,1.8,1.7,721,0.03139649067,0.8161120841
2669,73,1.6,1.7,664,-0.3382324227,0.3500738552
2669,74,1.7,1.7,555,0.04099121223,0.4522924411
2669,75,4.4,1.7,832,0.1685058639,0.2396804261
2669,81,1.7,4.3,608,-0.00246582016,0.3480176211
2669,82,1.2,3.1,461,-0.05561523091,0.8405612245
2669,83,3.0,4.8,4495,0.6739501961,0.1032924467
2669,84,4.2,1.8,186,-0.05241699706,0.877486911
2669,85,1.7,4.3,2662,0.8085449189,0.6391752577
2669,86,4.3,1.8,414,-0.08417968047,0.8592342342
2669,88,1.7,4.3,175,-0.1128417959,0.8901818182
2669,89,3.0,1.2,368,-0.06638183943,0.8864418445
2669,90,3.0,1.4,2925,0.7315185563,0.137883959
2669,92,3.0,1.1,867,0.3786377025,0.3879598662
2669,93,4.3,1.7,639,-0.0695312523,0.8874856487
2669,94,4.8,3.0,842,0.06606445419,0.5214940099
2669,95,1.7,4.4,466,-0.141113278,0.8670807453
2669,96,4.9,3.0,336,-0.2212158204,0.8093023256
2669,100,1.7,4.3,519,-0.08081054885,0.8578522657
2669,101,2.9,4.8,439,-0.08789062622,0.6838624339
2669,103,1.7,4.2,2216,0.04030762015,0.394278607
2669,104,1.7,4.2,1454,0.00041504115,0.2286115007
2669,105,1.7,1.7,508,-0.03100586563,0.7412031782
2669,106,3.0,1.3,432,-0.02761230202,0.3088803089
2669,107,1.6,1.6,434,0.04819336422,0.378021978
2669,108,4.7,3.0,1402,-0.02021484002,0.6953405018
2669,109,3.0,1.2,332,0.00624999517,0.8449559919
2669,111,1.7,1.6,2399,0.1019287068,0.8453837597
2669,112,3.0,1.3,564,-0.07058105758,0.4609625668
2669,113,1.7,1.8,569,0.00681152657,0.4303797468
2669,116,1.8,4.2,237,-0.0320312469,0.7953367876
2669,119,1.7,4.2,444,-0.03808593387,0.4134078212
2881,63,2.3,3.5,376,-0.0249023437,0.918325326
2881,65,2.1,4.0,447,-0.0249023437,0.8411843876
2881,81,1.9,3.7,376,-0.0249023437,0.8940027894
2881,85,1.7,4.2,376,-0.0249023437,0.9354604786
2881,90,4.3,3.9,682,-0.02458496084,0.8401084011
2881,100,1.8,2.1,376,-0.0249023437,0.8848314607
2881,103,2.5,2.5,284,-0.02485351561,0.9657142857
2881,106,1.6,4.3,377,-0.02487792968,0.8495821727
2900,0,3.0,3.0,2665,0.1660644554,0.9338900487
2900,1,1.0,3.2,508,0.02167968764,0.9655647383
2900,2,2.2,5.0,955,0.2272460931,0.830290737
2900,3,2.4,3.9,490,-0.1740722585,0.9672240803
2900,4,5.0,4.7,1377,0.06730957346,0.9668695064
2900,6,1.0,3.0,218,-0.07673339128,0.9650259067
2900,7,5.0,5.0,959,0.02768555267,0.9397923875
2900,8,1.0,2.8,2432,0.0409179727,0.8863787375
2900,9,1.2,4.6,1072,0.1837890684,0.9410071942
2900,10,1.0,1.0,1526,0.1097656233,0.984838497
2900,13,5.0,3.8,1439,0.07741699293,0.9337883959
2900,14,3.0,1.0,1082,0.1450683537,0.968115942
2900,16,5.0,3.0,1081,0.2414062551,0.7789473684
2900,17,3.0,3.0,1498,-0.8936767544,0.9692197566
2900,19,3.9,2.5,887,0.05244140439,0.9762900976
2900,20,1.3,1.4,437,-0.5600830017,0.9658469945
2900,21,1.0,4.1,1159,0.4381103545,0.9655667145
2900,22,5.0,4.7,721,0.1823974623,0.946251768
2900,23,1.6,4.3,1722,0.04392089274,0.9395218003
2900,24,5.0,3.5,908,0.3136718717,0.585399449
2900,26,3.5,4.8,1105,0.1156738249,0.9087301587
2900,29,1.0,3.2,457,-0.2083984375,0.970608339
2900,32,1.7,1.7,1071,0.2339111287,0.9220389805
2900,34,3.9,4.6,2391,0.2066894505,0.9297520661
2900,35,1.0,2.1,244,-0.3722167902,0.9118250171
2900,37,4.6,2.2,1018,0.196118157,0.9730878187
2900,39,1.2,3.5,949,0.06284178896,0.9477303989
2900,40,1.6,1.7,552,-0.2086425782,0.9137123746
2900,42,1.9,1.7,1419,-0.3583007815,0.9389256806
2900,43,1.2,3.0,790,-0.1076416041,0.9439446367
2900,44,3.5,1.8,2698,0.5036377008,0.9684065934
2900,45,1.3,2.1,1160,0.2093505831,0.9468085106
2900,46,1.3,3.0,675,-0.03442382594,0.9631120054
2900,48,4.3,1.7,212,-0.1153564487,0.9084836339
2900,49,1.8,1.7,1623,0.06745605608,0.9427374302
2900,50,1.8,1.6,1140,0.3512939494,0.9316688568
2900,51,3.0,3.0,946,-0.05654296454,0.9454545455
2900,53,4.3,1.7,701,0.01718750673,0.9412587413
2900,54,3.7,1.4,1763,0.3785644472,0.9671150972
2900,55,4.2,1.7,951,0.1439941442,0.9324712644
2900,56,4.7,2.3,4020,0.9335937528,0.9349930844
2900,57,1.1,2.2,1163,0.3375976563,0.9188063845
2900,58,1.2,3.0,918,-0.1785888669,0.9737876802
2900,59,3.1,1.2,366,-0.3699707053,0.9316596932
3172,1,2.4,4.3,247,0.00595703058,0.9712990937
3172,3,2.7,3.5,523,-0.02236327913,0.9524539877
3172,6,3.3,3.4,1128,0.02814941307,0.8940809969
3172,9,4.9,3.7,341,-0.00419921838,0.9715165512
3172,11,4.7,1.7,872,-0.00373535123,0.9512578616
3172,12,1.7,3.3,241,-0.00107421744,0.9384965831
3172,16,1.9,4.1,3246,0.1034423821,0.958677686
3172,18,1.4,4.6,366,0.00322265583,0.9476876422
3172,21,3.3,1.7,1294,0.1032958977,0.9189602446
3172,23,4.8,3.2,1724,0.00600586149,0.9565868263
3172,26,4.4,3.5,390,-0.013793944,0.9442724458
3172,27,1.8,3.4,661,0.00791015534,0.9827315542
3172,28,1.8,4.0,1131,0.03012695016,0.9742388759
3172,30,1.7,4.3,219,0.00314941365,0.9471228616
3172,31,1.5,3.6,146,-0.0094970731,0.9476190476
3172,33,1.5,3.6,1801,0.00366211095,0.9713831479
3172,34,1.5,4.3,590,0.00363769689,0.9459041731
3172,35,1.0,5.0,505,-0.00983887022,0.9539877301
3172,36,1.0,4.3,316,0.01113281128,0.8997704667
3172,37,1.2,4.1,246,-0.0057617204,0.9441548771
3172,38,4.4,3.3,214,0.00065917958,0.9321401939
3172,39,4.5,1.4,449,0.00905761628,0.9703125
3172,40,4.5,3.6,497,-0.00600585839,0.9690402477
3172,42,1.6,3.6,768,0.04194336427,0.9653579677
3172,43,2.7,2.4,1054,0.1213378881,0.9591836735
3172,44,3.2,1.9,668,-0.05051269893,0.9269027882
3172,46,1.8,3.5,698,-0.03339844278,0.9618320611
3172,51,1.4,3.6,101,0.00190429666,0.9197622585
3172,53,1.7,3.4,524,0.00141601673,0.9444855662
3264,60,1.6,4.3,968,0.4539306606,0.556329849
3264,62,1.2,3.0,1019,0.09965820172,0.5671641791
3264,64,1.7,4.2,522,-0.0480468705,0.5876777251
3264,65,1.2,3.0,645,-0.1504882861,0.5749704841
3264,66,1.8,1.7,965,0.1027343749,0.5727699531
3264,68,1.8,1.8,1861,0.07988281362,0.4876905041
3264,69,1.1,3.0,861,0.3034668025,0.7577045696
3264,72,1.6,4.4,455,0.9802001983,0.5085518814
3264,77,4.2,1.7,393,-0.2565917956,0.5150620201
3264,81,1.6,4.3,681,0.1453613247,0.8679665738
3264,84,1.8,1.7,923,0.4545166022,0.4864864865
3264,87,3.0,1.2,808,0.1650146483,0.5374449339
3264,88,1.7,1.7,894,0.1655761658,0.7606837607
3264,91,4.3,4.3,761,-0.3052978562,0.557208238
3264,92,1.7,4.3,2264,0.1949462882,0.577014218
3264,93,1.6,4.3,2778,0.4708007816,0.4246435845
3264,94,1.7,1.8,881,0.06411133103,0.7805953693
3264,98,1.7,1.7,788,0.3484619107,0.6244035446
3264,99,2.9,1.2,476,-0.2207275367,0.504027618
3264,101,3.1,1.2,924,0.440502926,0.6309067688
3264,104,1.6,1.7,1113,0.2611328155,0.511137163
3264,105,3.1,1.2,332,-0.0600341821,0.465872156
3264,108,1.6,4.3,630,-0.00803222187,0.6024691358
3264,111,1.8,4.3,856,-0.0866210877,0.6547497446
3264,112,1.6,1.7,668,-0.00117187438,0.8737758433
3264,113,1.6,4.4,282,-0.08247069856,0.86375
3264,114,1.7,1.7,949,0.3249023391,0.6461086637
3264,119,1.8,4.3,1226,-0.03991698912,0.6183206107
3327,60,4.1,4.2,1045,1.428491214,0.921928038
3327,63,3.0,3.0,995,0.06225586243,0.8687589158
3327,64,3.7,2.6,674,-0.1174316409,0.9085457271
3327,66,1.4,3.0,992,0.1395019486,0.9272593681
3327,67,3.0,3.0,863,0.06059570597,0.969889065
3327,68,2.4,2.5,795,-0.00166015642,0.8809869376
3327,75,2.2,3.0,477,-0.03442382576,0.9271054494
3327,78,4.4,3.5,485,-0.05244140329,0.9309895833
3327,79,3.0,3.0,663,0.02314453784,0.8721399731
3327,81,2.0,1.4,528,-0.00451660173,0.8952879581
3327,82,2.0,2.5,382,0.00368652246,0.7950769231
3327,83,1.6,4.0,710,-0.1700439485,0.8946684005
3327,87,1.9,2.1,572,-0.08278808809,0.8936464088
3327,90,3.8,2.3,564,-0.04147949823,0.9133738602
3327,93,2.1,2.2,826,0.5322753884,0.9349363508
3327,96,4.1,3.6,257,0.0319335993,0.8442408377
3327,98,3.9,1.9,306,0.00502929574,0.8474784748
3327,99,2.0,1.7,560,-0.03120116593,0.9237804878
3327,100,1.5,3.7,1202,0.03271484998,0.776
3327,101,1.5,3.8,1152,0.03991698775,0.8751625488
3327,102,1.6,3.6,1010,0.01513671672,0.8884239888
3327,103,3.6,1.2,243,-0.0999755835,0.9158345221
3327,104,2.5,1.2,440,-0.03391113367,0.9377537212
3327,105,1.6,3.0,599,-0.07077636313,0.9039780521
3327,107,1.5,3.7,542,-0.06218261583,0.8787061995
3327,110,3.0,3.1,565,0.4335937552,0.8834951456
3327,111,4.5,3.6,240,-0.0263427734,0.9502133713
3327,112,5.0,2.6,1296,0.2152343747,0.8875
3327,113,1.2,5.0,801,-0.2170410128,0.8598901099
3327,114,2.4,2.1,1215,0.08779296959,0.884097035
3327,115,4.2,2.6,1305,0.2157470717,0.8302631579
3327,116,1.4,4.8,2301,0.4604492211,0.9223454834
3327,117,4.6,3.5,896,0.01181640466,0.8888888889
3327,119,4.5,3.9,1090,0.2826660073,0.8582781457
3333,60,3.0,2.7,346,-0.262255856,0.737545565
3333,61,2.5,3.0,541,0.09340820309,0.8510158014
3333,62,3.2,3.1,502,-0.04333495697,0.9564750134
3333,63,2.2,3.5,412,-0.05585937076,0.9291754757
3333,64,3.0,3.0,529,-0.00566406237,0.8699654776
3333,66,3.5,3.3,430,-0.00212402375,0.9746357258
3333,67,3.9,3.5,165,-0.00915527293,0.9109730849
3333,68,1.0,5.0,187,-0.02453613072,0.8859968766
3333,69,2.1,3.6,368,-0.03725585597,0.9577613516
3333,70,2.6,2.7,365,-0.00544433578,0.8149509804
3333,72,3.0,2.3,630,-0.01923827971,0.7785714286
3333,74,3.0,3.6,291,-0.02863769277,0.9465020576
3333,76,3.0,3.0,307,-0.00400390622,0.9271168274
3333,77,3.0,2.4,909,0.04294433867,0.8659793814
3333,78,1.9,3.3,412,-0.02790528083,0.9213011542
3333,79,3.0,3.0,395,0.0220458958,0.7844408428
3333,80,3.4,3.0,313,-0.0040771484,0.920781893
3333,82,3.0,2.0,514,-0.00520019796,0.9295624333
3333,83,3.0,2.5,384,-0.00339355458,0.9570747218
3333,85,3.0,2.5,247,0.1106201167,0.575
3333,86,3.2,3.0,1072,-0.06462402232,0.7347826087
3333,87,3.0,3.6,257,0.00944824085,0.9389721627
3333,88,2.3,3.3,597,-0.01188964759,0.9682179342
3333,89,3.0,2.6,692,-0.00427246087,0.925
3333,90,3.6,2.5,2012,0.00400390206,0.8674157303
3333,94,2.7,2.7,603,-0.03203124709,0.7135306554
3333,95,3.3,3.6,822,0.01564941209,0.8202959831
3333,96,2.4,2.4,398,-0.0157714881,0.9051321928
3333,97,3.0,3.0,408,0.00324707243,0.8832599119
3333,98,2.5,2.6,577,-0.00388183591,0.952688172
3333,101,2.3,2.6,967,-0.02783202877,0.8095794393
3333,102,3.0,2.2,2554,-0.00334472647,0.9157952669
3333,103,3.0,3.0,427,-0.05366211122,0.7827715356
3333,104,3.2,3.8,470,-0.00100097682,0.7150259067
3333,105,3.9,3.2,282,-0.02373046668,0.9563342318
3333,106,4.0,2.8,2342,-0.00349121093,0.9664864865
3333,107,2.5,2.7,440,-0.00463867175,0.9337822671
3333,109,1.8,3.6,442,-0.00349121093,0.8376248029
3333,111,2.2,2.5,432,-0.00356445311,0.9647577093
3333,113,2.1,2.8,317,-0.00361328123,0.9058247142
3333,115,4.2,3.2,394,-0.00441894521,0.7946943483
3333,116,2.3,3.2,243,-0.00336914063,0.9627601314
3333,118,3.0,2.6,336,-0.00375976557,0.9092932666
3333,119,2.3,3.2,466,-0.00371093747,0.7663157895
3377,61,1.8,5.0,254,0.04328613556,0.8794178794
3377,62,3.0,2.1,198,-0.08803711381,0.9010600707
3377,63,1.3,3.0,546,0.1339599566,0.9398584906
3377,64,1.0,1.7,143,-0.2143798801,0.884635832
3377,66,3.0,4.9,364,-0.0520507825,0.929245283
3377,67,4.7,1.3,2380,-0.0327880871,0.8918746001
3377,68,1.3,3.0,291,-0.122094728,0.8920940171
3377,69,3.0,3.0,233,0.06479492586,0.8081871345
3377,71,1.6,4.3,153,-0.05993652784,0.88542227
3377,72,1.3,3.0,682,0.09960937607,0.8456449835
3377,73,1.7,1.6,1015,0.00012207107,0.8198895028
3377,74,3.0,3.0,263,0.01428223,0.8398220245
3377,76,1.7,4.4,488,0.02534179221,0.8549107143
3377,77,3.0,3.0,408,0.1206543002,0.8460591133
3377,78,1.7,4.2,358,0.1403808628,0.9225806452
3377,79,4.1,4.3,424,-0.0216308588,0.8677191072
3377,80,1.8,4.3,727,0.1818847638,0.7786429366
3377,81,3.0,3.0,318,0.134326173,0.9088960343
3377,82,4.3,1.6,533,0.1149169934,0.9132882883
3377,84,4.3,4.3,400,-0.1604980459,0.8868360277
3377,85,1.2,3.0,181,-0.1550048821,0.9276546091
3377,86,1.6,4.3,267,0.1084960973,0.9062844542
3377,87,4.4,4.1,263,0.0344726574,0.8706586826
3377,88,3.0,3.0,354,-0.06032715255,0.9059633028
3377,89,4.4,4.2,297,0.1138671911,0.7787406124
3377,90,3.0,3.0,115,-0.02028808224,0.9025423729
3377,92,1.6,1.6,469,0.1215087896,0.8846982759
3377,93,4.2,1.5,1832,0.1517578109,0.9276457883
3377,94,4.3,4.3,476,0.130297852,0.9054134444
3377,97,1.2,3.0,227,0.06511230544,0.8575982997
3377,98,1.7,4.3,267,0.03105469041,0.8065934066
3377,99,3.0,3.0,174,-0.05083008281,0.8503850385
3377,102,1.7,4.2,567,0.1443115287,0.9309551208
3377,106,1.3,3.0,253,-0.1826660193,0.8614718615
3377,107,1.7,1.7,1035,-0.1301025352,0.9340277778
3377,108,1.7,4.3,2292,-0.00368651981,0.8847184987
3377,110,1.7,4.3,470,0.1515869122,0.8913282108
3377,111,1.7,1.6,554,0.03315430003,0.9135538954
3377,112,4.7,3.0,343,-0.181103517,0.860898138
3377,114,3.0,1.3,343,-0.04523925945,0.8884002199
3377,116,3.0,3.0,225,0.0452148471,0.7409602845
3377,119,1.7,4.3,471,0.06816406548,0.871040724
3497,0,4.3,4.3,526,-0.1485839798,0.92
3497,1,3.0,1.4,691,-0.2352539124,0.9033557047
3497,2,1.6,4.3,993,0.2060546914,0.8565629229
3497,4,1.7,4.4,674,-0.3677978479,0.9017632242
3497,5,4.3,1.8,395,0.04895019778,0.8576923077
3497,8,1.7,1.6,1780,0.1752197273,0.6675444371
3497,9,1.7,1.7,508,0.046533198,0.8940149626
3497,11,1.8,1.7,228,-0.1649169892,0.9277978339
3497,12,4.3,4.3,611,-0.2941650318,0.8795483061
3497,13,3.0,1.3,546,-0.3152587942,0.9253164557
3497,14,4.7,3.0,1425,-0.08354491906,0.9374217772
3497,15,1.7,1.7,574,-0.03193359389,0.8984088127
3497,16,4.7,2.9,284,-0.02761230713,0.9312039312
3497,18,4.3,1.7,420,-0.1268310522,0.8826597132
3497,19,1.7,1.7,746,-0.1773437523,0.9350318471
3497,20,1.6,4.3,494,-0.00600586105,0.921875
3497,21,3.0,4.8,475,-0.1238769496,0.9138817481
3497,22,4.3,4.3,570,0.04064941439,0.8265107212
3497,23,4.2,4.3,314,0.01101073689,0.9384010485
3497,25,3.0,1.3,1766,0.07460937215,0.9326556544
3497,26,1.8,4.3,965,-0.02597656665,0.9099526066
3497,27,4.7,3.0,561,0.09592285554,0.8833551769
3497,29,4.7,2.9,539,-0.03605956695,0.8891719745
3497,30,1.3,3.0,478,0.01623535064,0.9031413613
3497,31,4.3,4.4,617,0.1250732426,0.9306282723
3497,33,3.0,3.0,420,0.01257324532,0.9383647799
3497,34,1.3,3.0,487,-0.00317382938,0.9321382843
3497,35,1.4,3.0,667,0.09086913556,0.9597924773
3497,36,1.6,4.2,1670,0.1234130888,0.896642528
3497,37,1.3,3.0,376,-0.1226074238,0.9007936508
3497,38,4.2,1.9,424,0.0592529277,0.8390804598
3497,39,4.3,4.3,282,0.09265136633,0.9341085271
3497,40,1.2,3.0,445,0.02084960867,0.9265463918
3497,41,4.3,4.2,584,0.1263183579,0.8959608323
3497,42,1.3,3.0,963,0.00083007602,0.8483709273
3497,44,4.3,1.6,399,-0.2148437514,0.8990703851
3497,45,4.2,1.4,1841,0.1550537071,0.9046030687
3497,47,1.6,1.8,233,-0.03327637181,0.8987854251
3497,48,1.6,1.7,386,0.03908691147,0.901660281
3497,49,1.7,1.4,564,-0.1232666001,0.890797546
3497,51,3.2,4.7,460,0.1082031262,0.8965517241
3497,53,3.0,4.7,510,0.01562499817,0.7516860822
3497,57,4.4,4.3,1662,0.2737060541,0.9087136929
3497,58,3.1,4.6,336,-0.1656249992,0.8970189702
3497,59,3.0,4.8,1105,0.07143554694,0.9016393443
3567,60,3.8,1.6,395,-0.02465820305,0.974015088
3567,61,2.6,3.7,318,-0.02485351561,0.9635761589
3567,63,3.7,2.5,377,-0.0249023437,0.9606557377
3567,64,3.6,4.6,654,-0.0249023437,0.9232
3567,65,1.6,4.1,379,-0.02475585933,0.9386401327
3567,66,2.4,5.0,640,-0.02487792968,0.970008569
3567,67,3.0,1.0,937,-0.16374512,0.9741451209
3567,69,3.6,1.9,408,-0.02485351561,0.8807017544
3567,71,3.7,5.0,376,-0.02485351561,0.9237288136
3567,72,2.3,3.4,235,-0.2202148538,0.9182692308
3567,74,1.8,4.4,1152,0.5991455105,0.9769736842
3567,76,1.3,3.5,543,-1.283129878,0.892384106
3567,77,5.0,4.2,392,-0.02470703119,0.9647058824
3567,78,3.0,3.0,506,0.4625732458,0.9695550351
3567,79,2.6,2.4,290,-0.0249023437,0.9451612903
3567,80,4.2,3.0,546,0.02705078465,0.96
3567,81,1.0,3.8,789,0.3709228519,0.9440894569
3567,82,1.7,5.0,1092,1.34284668,0.9470304976
3567,83,2.5,2.4,782,1.008447266,0.9211409396
3567,85,1.8,4.2,546,-0.2362060612,0.8892561983
3567,88,3.0,1.4,523,0.8265625061,0.9600694444
3567,89,1.8,3.6,380,-0.0249023437,0.9463829787
3567,92,1.4,3.5,582,-0.7710937583,0.9656946827
3567,93,3.6,3.5,688,0.2281982418,0.903654485
3567,94,3.6,2.5,962,1.973608395,0.8746887967
3567,95,2.7,1.9,247,-0.02468261712,0.9155629139
3567,96,1.7,4.3,383,0.3181884794,0.9136013687
3567,97,3.7,4.2,639,0.07126464815,0.9364944962
3567,98,3.7,4.3,377,-0.02485351561,0.9157212318
3567,100,5.0,3.9,629,-0.07680664458,0.9142394822
3567,101,1.8,3.3,274,-0.0249023437,0.9658119658
3567,104,4.7,3.7,598,-0.1186523482,0.9207317073
3567,105,3.0,3.0,872,-0.1374511765,0.9486552567
3567,106,3.0,3.7,796,-0.2153808565,0.8878205128
3567,107,3.0,3.5,315,0.6897705059,0.7715517241
3567,108,4.0,1.9,2496,2.040869142,0.9405144695
3567,109,4.0,2.0,707,0.1061767593,0.9033391916
3567,111,3.0,3.0,937,0.2537109337,0.9208261618
3567,112,3.7,2.5,503,-0.2037841775,0.9536541889
3567,113,1.3,4.6,658,-0.2238769497,0.9375
3567,114,1.8,4.3,1013,0.7781005911,0.9296740995
3567,115,2.1,3.7,2673,1.634448243,0.8525121556
3567,116,1.0,5.0,1141,-0.4829833981,0.9646464646
3567,117,3.0,1.2,986,0.5421386677,0.9693140794
3567,118,3.0,1.4,565,0.1316406235,0.9355432781
3567,119,1.7,4.3,391,-0.0191894521,0.9362745098
3640,0,3.0,1.2,376,-0.0249023437,0.9303721489
3640,1,4.4,1.6,377,-0.02487792968,0.8572996707
3640,2,1.7,4.3,564,-0.0249023437,0.9442297073
3640,3,1.8,4.4,376,-0.02482910154,0.8892421834
3640,5,4.3,1.8,376,-0.0249023437,0.8158220025
3640,6,3.0,1.3,376,-0.0249023437,0.8898514851
3640,7,4.3,4.1,524,-0.0249023437,0.9087818697
3640,8,1.8,4.3,439,-0.02487792968,0.8380952381
3640,9,4.3,1.6,296,-0.0249023437,0.9164733179
3640,10,4.4,1.7,380,-0.02487792968,0.7855504587
3640,11,3.0,1.2,230,-0.02485351561,0.8886426593
3640,12,1.8,4.3,376,-0.0249023437,0.9256678281
3640,13,1.3,3.0,266,-0.02485351561,0.935723115
3640,14,4.3,1.7,429,-0.0249023437,0.9238269348
3640,15,1.7,4.3,376,-0.0249023437,0.8184079602
3640,16,4.3,1.7,679,-0.0249023437,0.879245283
3640,17,1.8,1.7,494,-0.02487792968,0.9089790898
3640,18,3.0,1.3,376,-0.0249023437,0.9168230144
3640,19,4.3,1.7,454,-0.0249023437,0.934079602
3640,20,3.0,1.2,398,-0.0249023437,0.9683143219
3640,21,1.3,3.0,273,-0.0249023437,0.9529411765
3640,22,4.3,4.3,344,-0.02485351561,0.8573369565
3640,23,4.3,4.3,376,-0.02482910154,0.8621169916
3640,24,1.7,4.3,343,-0.02475585933,0.8664921466
3640,25,4.2,1.8,341,-0.02482910154,0.891661195
3640,26,1.7,4.3,408,-0.02487792968,0.8014268728
3640,27,1.7,4.3,329,-0.02487792968,0.8547519426
3640,28,3.0,4.8,443,-0.0249023437,0.9016203704
3640,29,3.0,1.2,304,-0.02487792968,0.9461722488
3640,30,4.2,1.7,421,-0.02480468747,0.8728813559
3640,31,1.7,4.3,370,-0.02460937491,0.9062885327
3640,32,1.7,1.8,266,-0.0247802734,0.80523918
3640,33,4.4,1.7,292,-0.04902344491,0.9007912355
3640,34,4.8,3.0,394,-0.02468261712,0.9095295537
3640,35,4.8,3.0,334,-0.4711181647,0.8798370672
3640,36,1.7,4.4,1179,-0.0247802734,0.8994490358
3640,37,4.7,3.0,327,-0.0247802734,0.941089838
3640,38,3.0,4.8,328,-0.02485351561,0.8698495749
3640,39,1.7,4.3,437,-0.02482910154,0.861838101
3640,40,4.4,4.3,146,-0.02485351561,0.8958990536
3640,41,3.0,1.2,262,-0.02480468747,0.9001248439
3640,42,4.3,4.2,320,-0.02399902316,0.9270166453
3640,43,4.3,4.3,418,-0.0247802734,0.9009126467
3640,45,4.8,3.1,245,-0.0736084034,0.9474350855
3640,47,4.3,1.7,915,0.5443115182,0.9227557411
3640,49,3.0,1.3,227,-0.02482910154,0.8626609442
3640,50,4.3,4.3,358,-0.0249023437,0.9285714286
3640,51,1.3,3.0,607,0.04541015996,0.9596469105
3640,52,3.0,4.8,1652,-0.2926269488,0.9552429668
3640,53,1.3,3.0,1061,0.9119384823,0.8999393572
3640,54,1.7,4.3,1021,-0.803320314,0.8450377249
3640,55,1.3,3.0,85,-1.366894534,0.9083076923
3640,56,1.8,1.7,1176,1.086889646,0.9468540012
3640,57,1.2,3.0,792,0.715869144,0.7796208531
3723,60,3.7,3.0,1015,0.3335937526,0.914523975
3723,61,2.7,3.8,1243,0.1626220718,0.8761904762
3723,62,2.6,1.8,735,-0.1186279287,0.9128065395
3723,67,2.8,3.0,950,-0.1663085995,0.891684137
3723,69,2.2,2.7,912,0.00517578252,0.8893499308
3723,72,2.8,2.8,347,-0.03159180226,0.8609179416
3723,74,3.3,3.2,758,-0.04123534793,0.8627737226
